Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
Bespoke Insights,Queensland,scaleup,,http://bespokeinsights.com.au,early stage,2-10,legal,Brisbane,"Little Stanley Street, South Bank, South Brisbane, Brisbane City, Queensland, 4101, Australia",,https://www.linkedin.com/company/bespoke-insights/,https://queensland.dealroom.co/companies/bespoke_insights,0,,
BET Manufacturing,Queensland,startup,commission;manufacturing,https://blakelyequinetrucks.com.au,early stage,,transportation,Brisbane,"Brisbane City, Queensland, Australia",Shaping the future of horse transport in Australia,,https://queensland.dealroom.co/companies/bet_manufacturing,0,,
Bettapeople,Queensland,scaleup,subscription,http://bettapeople.com,early stage,2-10,jobs recruitment,Brisbane,"Brisbane City, Queensland, Australia",Outsourced payroll and workforce management solutions enhancing efficiency and flexibility for businesses and job seekers,https://www.linkedin.com/company/betta-people,https://queensland.dealroom.co/companies/bettapeople,0,,
Betterbeliefs,Queensland,startup,advertising;saas,http://betterbeliefs.com.au,early stage,2-10,transportation,Ipswich City,"George Street, Brisbane, Queensland 4000, AU",Evidence based social platform for collaborative and inclusive innovation,https://www.linkedin.com/company/betterbeliefs/,https://queensland.dealroom.co/companies/betterbeliefs,0,,
Bevoke,Queensland,scaleup,,http://bevoke.com.au,early stage,1,,Brisbane,"Brisbane City, Queensland, 4001, Australia",Bevoke - Providing Innovative Solutions,https://www.linkedin.com/company/bevoke,https://queensland.dealroom.co/companies/bevoke,0,,
Beyond Binary,Queensland,scaleup,subscription;saas,http://beyondbinary.io,early stage,2-10,security,Sunshine Coast Regional,"Mooloolaba, Sunshine Coast Regional, Queensland, 4557, Australia",Specialised offensive information security firm,https://www.linkedin.com/company/beyond-binary/,https://queensland.dealroom.co/companies/beyond_binary,0,,
Beyond Drug Development,Queensland,startup,commission;manufacturing,https://www.beyonddrugdev.com/,early stage,11-50,health,Brisbane,"City of Brisbane, Queensland, Australia","Integrated product development for biotech and pharma, specializing in early-stage trials in Australia and New Zealand",https://www.linkedin.com/company/beyond-drug-development/,https://queensland.dealroom.co/companies/beyond_drug_development,0,,
Beyond Payments,Queensland,scaleup,subscription,http://beyondpayments.com.au,early stage,11-50,fintech,Brisbane,"11, Finchley Street, Milton, Greater Brisbane, Queensland, 4064, Australia",,https://www.linkedin.com/company/beyond-payments,https://queensland.dealroom.co/companies/beyond_payments_1,0,,
Beyond The Clinic,Queensland,startup,subscription;saas,https://beyondtheclinic.io,early stage,2-10,wellness beauty,,"Queensland, Australia",Patient alignment through clinical care and beyond,https://www.linkedin.com/company/beyond-the-clinic-btc/,https://queensland.dealroom.co/companies/beyond_the_clinic,0,,
Bia5,Queensland,startup,deep tech;commission;manufacturing,http://bia5.com,early stage,11-50,energy;robotics,Brisbane,"Murarrie, Brisbane City, Queensland, 4172, Australia",Converts technology ideas into industry and first responder capability,https://www.linkedin.com/company/bia5-pty-ltd/,https://queensland.dealroom.co/companies/bia5,0,,
biax foundations australia pty ltd,Queensland,startup,selling own inventory;manufacturing,http://biax.com.au,early stage,2-10,gaming,,"Queensland, Australia",The FUTURE of residential foundations,https://linkedin.com/company/biax,https://queensland.dealroom.co/companies/biax_foundations_australia_pty_ltd,0,,
Bidcrete,Queensland,startup,subscription;marketplace & ecommerce,http://bidcrete.com.au,early stage,2-10,real estate,Gold Coast,"Gold Coast, QLD AU","BidCrete is an App designed to improve the delivery and purchasing of concrete, saving time and money whilst expanding your choice in supplier",https://www.linkedin.com/company/bidcreteapp,https://queensland.dealroom.co/companies/bidcrete,0,,
Bidhive,Queensland,startup,subscription;saas,http://bidhive.com,early stage,1,enterprise software,Brisbane,"Fortitude Valley, Brisbane, QLD 4006, Australia",Bid management software | Try free for 14 days | Bidhive,https://www.linkedin.com/company/bidhive/,https://queensland.dealroom.co/companies/bidhive,0,,
BigMoves.io,Queensland,startup,artificial intelligence;subscription,https://bigmoves.ai,early stage,2-10,,Gold Coast,"Gold Coast City, Queensland, Australia",AI Automation Marketplace offering scalable workflows and templates for businesses to enhance productivity without coding,https://www.linkedin.com/company/bigmovesai/,https://queensland.dealroom.co/companies/bigmoves_io,0,,
Binary Lane,Queensland,scaleup,subscription;saas,http://binarylane.com.au,early stage,2-10,hosting,Brisbane,"Australia, Brisbane",Start developing on an SSD VPS with True Cloud Storage in just 30 seconds,,https://queensland.dealroom.co/companies/binary_lane,0,,
Bio-az,Queensland,startup,selling own inventory;manufacturing,http://bio-az.com,early stage,2-10,food,Brisbane,"Brisbane City, Queensland, Australia","Innovative biotechnology; capturing natureâs intelligence, delivering prebiotics, probiotics and postbiotics, in synbiotic functional ingredients",https://www.linkedin.com/company/bio-az-wellness-company,https://queensland.dealroom.co/companies/bio_az,0,,
Biocifer,Queensland,startup,selling own inventory;manufacturing,http://biocifer.com,early stage,2-10,health,Brisbane,"East Wing, Chasely Street, Auchenflower, Greater Brisbane, Queensland, 4101, Australia","Rapid, accurate PCR sample preparation in under 10 minutes for effective disease diagnostics",https://www.linkedin.com/company/biocifer/,https://queensland.dealroom.co/companies/biocifer,0,,
Bioinformax,Queensland,startup,subscription;saas,http://bioinformax.com,early stage,2-10,health,Brisbane,"Brisbane, QLD 4000, Australia",Bioinformax | Next Generation Workflows for Scientists,https://www.linkedin.com/company/bioinformax/,https://queensland.dealroom.co/companies/bioinformax,0,,
Biometric Vision Facial Recognition API,Queensland,startup,subscription;saas,http://biometricvision.com,early stage,1,security,Gold Coast,"Gold Coast, QLD 4217, Australia",Facial Recognition Software Australia - Biometric Vision,https://www.linkedin.com/company/biometric-vision/,https://queensland.dealroom.co/companies/biometric_vision_facial_recognition_api,0,,
Biomolecularsystems,Queensland,scaleup,deep tech;commission;manufacturing,http://biomolecularsystems.com,early stage,11-50,health,Gold Coast,"Upper Coomera, Gold Coast, Queensland, 4209, Australia","Biotechnology company that designs, manufactures and distributes instrumentation for the life sciences",https://www.linkedin.com/company/bio-molecular-systems,https://queensland.dealroom.co/companies/biomolecularsystems,0,,
Bionics queensland,Queensland,startup,subscription;manufacturing,https://bionicsgamechangers.com,early stage,2-10,health,Brisbane,"Ashgrove, Brisbane City, Queensland, 4060, Australia",,https://www.linkedin.com/company/bionics-gamechangers/,https://queensland.dealroom.co/companies/bionics_queensland,0,,
Bioproton Europe,Queensland,scaleup,selling own inventory;manufacturing,http://bioproton.com,early stage,11-50,food,Brisbane,"Brisbane City, Queensland, Australia","Feed supplements | Bioproton, a world leading manufacturer",https://www.linkedin.com/company/bioproton-pty-ltd/,https://queensland.dealroom.co/companies/bioproton_europe,0,,
Birdee,Queensland,startup,subscription;saas,https://birdee.solutions,early stage,2-10,fashion,Brisbane,"Australia, Brisbane",Helping retailers to create a customised shopping experience,https://www.linkedin.com/company/birdee-loyalty/,https://queensland.dealroom.co/companies/birdee_2,0,,
Bitclear ag,Queensland,startup,commission,http://bitclear.li,early stage,2-10,fintech,Brisbane,"Brisbane City, Queensland, Australia",,https://www.linkedin.com/company/bitclear/,https://queensland.dealroom.co/companies/bitclear_ag,0,,
Bitcoin Trend & Forecast,Queensland,startup,subscription,http://bitcointaf.com,early stage,11-50,fintech,Brisbane,"Spring Hill, Brisbane City, Queensland, 4000, Australia",Trend & Forecasts| Technical Analysis| Proprietary Algorithm| Time Cycles| Mathematical Equations|,https://www.linkedin.com/company/bitcoin-trend-forecast,https://queensland.dealroom.co/companies/bitcoin_trend_forecast_1,0,,
Bitpool,Queensland,startup,subscription;saas,http://bitpool.com,early stage,11-50,enterprise software,Brisbane,"37, Brandl Street, Brisbane Technology Park, Eight Mile Plains, City of Brisbane, Queensland, 4113, Australia",Bitpool collects data from existing Building Management Systems,https://www.linkedin.com/company/bitpool/,https://queensland.dealroom.co/companies/bitpool,0,,
Bizitize,Queensland,startup,,https://bizitize.com,early stage,,,Sunshine Coast Regional,"Sunshine Coast Regional, Queensland, Australia",AI Powered and White Labelled Business Platform CONNECTING SMEs to facilitate trade and resources & knowledge sharing,https://www.linkedin.com/company/bizi-cloud/,https://queensland.dealroom.co/companies/bizitize,0,,
Black Box Co,Queensland,startup,commission;saas,http://blackboxco.com.au,early stage,11-50,food,Brisbane,"Oceanic St, Wellington Point QLD 4160, Australia",Bringing out the best in beef businesses with the power of data,https://www.linkedin.com/company/black-box-co/,https://queensland.dealroom.co/companies/black_box_co,0,,
Black Hops Brewing,Queensland,scaleup,marketplace & ecommerce,http://blackhops.com.au,early stage,11-50,food,Brisbane,"Manilla Street, East Brisbane, City of Brisbane, Queensland, 4169, Australia",Crafting award-winning beers with a focus on community engagement and nationwide distribution,https://www.linkedin.com/company/black-hops-brewing/,https://queensland.dealroom.co/companies/black_hops_brewing,0,,
Black Sky Industries,Queensland,startup,hardware;deep tech;autonomous & sensor tech;selling own inventory;commission;manufacturing,https://www.blackskyindustries.com.au/,early stage,11-50,transportation;space,Logan City,"Logan City, Queensland, Australia",Sovereign solid rocket propulsion systems for defence.,,https://queensland.dealroom.co/companies/black_sky_industries,0,,
Blackbook.ai,Queensland,scaleup,deep tech;machine learning;natural language processing;recognition technology;artificial intelligence;saas,https://blackbookai.com,breakout stage,51-200,enterprise software,Brisbane,"Australia, Brisbane",Ai Automation and Data,https://www.linkedin.com/company/blackbookai/,https://queensland.dealroom.co/companies/blackbook_ai,0,,
Blak Ignited,Queensland,startup,saas,https://blakignited.com.au,early stage,,education,Brisbane,"City of Brisbane, Queensland, Australia",Indigenous-led consultancy for systemic cultural transformation,,https://queensland.dealroom.co/companies/blak_ignited,0,,
Blazon Apps,Queensland,scaleup,subscription;saas,http://blazonapps.com,early stage,1,sports,Gold Coast,"Gold Coast, Queensland, Australia","Mobile app publishing platform enabling businesses to create, publish, and manage apps with ease, enhancing customer engagement and loyalty",https://www.linkedin.com/company/blazon-apps/,https://queensland.dealroom.co/companies/blazon_apps,0,,
Bliip,Queensland,scaleup,,http://www.bliip.co/,early stage,,,Brisbane,"Brisbane City, Queensland, Australia",Smart personal tracking solutions for everyday essentials,,https://queensland.dealroom.co/companies/bliip,0,,
Block Ape Scissors,Queensland,startup,subscription,https://arcas.games,early stage,2-10,gaming,Brisbane,"Brisbane City, Queensland, Australia","Building an end to end ecosystem to provide utility to shitcoins and memecoins using revolutionary mechanics, pioneering completely new gaming, farming and NFT concepts",https://www.linkedin.com/company/block-ape-scissors/,https://queensland.dealroom.co/companies/block_ape_scissors,0,,
blockchaineducation,Queensland,startup,subscription,http://blockchaineducation.com.au,early stage,2-10,fintech,,"Queensland, Australia",Join the world best cryptocurrency education and,https://linkedin.com/company/blockchaineducationau,https://queensland.dealroom.co/companies/blockchaineducation,0,,
BlockGrain,Queensland,scaleup,,http://blockgrain.com.au,early stage,,,Gold Coast,"Elder Entrance, Burleigh Heads, Gold Coast City, Queensland, 4220, Australia",Queensland agriculture supply chain tracking startup,,https://queensland.dealroom.co/companies/blockgrain,0,,
BlockTexx,Queensland,startup,hardware;deep tech;commission;manufacturing,http://blocktexx.com,early stage,11-50,fashion;chemicals,Logan City,"Babdoyle Street, Loganholme, Logan City, Queensland, 4129, Australia",Clean technology company manufacturing rPET and cellulose from textiles and clothing,https://www.linkedin.com/company/blocktexx/,https://queensland.dealroom.co/companies/blocktexx,0,,
Bloom Cycle,Queensland,startup,selling own inventory;manufacturing,https://www.bloomcycle.com.au,early stage,2-10,home living,,"Queensland, Australia",Bespoke creations from reclaimed waste materials,https://www.linkedin.com/company/bloom-cycle/,https://queensland.dealroom.co/companies/bloom_cycle,0,,
